param,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,participant_id
a_full[7],1.12454,0.000463698,0.0159066,0.0159317,1.099,1.12394,1.15082,1117.96,2022.38,0.078074,1.00379,jf
a_full[8],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[9],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[10],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[11],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[12],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[13],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
a_full[14],3.0737,0.00156659,0.0440653,0.0454003,3.00009,3.07462,3.14396,793.77,1406.44,0.0554337,1.00713,jf
v_full[1],3.839,0.00238799,0.0804616,0.0799232,3.70753,3.83842,3.97072,1144.86,1862.39,0.079952,1.00603,jf
v_full[2],3.40036,0.00225647,0.0756425,0.0752504,3.27183,3.40113,3.52442,1123.95,1802.38,0.0784921,1.00511,jf
v_full[3],2.91349,0.00222021,0.0784524,0.077255,2.78507,2.91218,3.04705,1258.4,1900.97,0.0878818,1.00461,jf
v_full[4],2.7063,0.00203098,0.0810354,0.0801474,2.57313,2.70597,2.84322,1597.24,1637.92,0.111545,1.00333,jf
v_full[5],3.03564,0.00235876,0.0803547,0.0807306,2.90681,3.03519,3.16945,1165.19,1864.94,0.0813721,1.00435,jf
v_full[6],3.40041,0.00231947,0.0807742,0.0827999,3.26801,3.39886,3.53011,1219.58,1888.72,0.0851707,1.00351,jf
v_full[7],3.56149,0.00217706,0.0818431,0.0821962,3.42581,3.5609,3.69335,1418.27,2081.71,0.0990461,1.00428,jf
v_full[8],3.839,0.00238799,0.0804616,0.0799232,3.70753,3.83842,3.97072,1144.86,1862.39,0.079952,1.00603,jf
v_full[9],3.40036,0.00225647,0.0756425,0.0752504,3.27183,3.40113,3.52442,1123.95,1802.38,0.0784921,1.00511,jf
v_full[10],2.91349,0.00222021,0.0784524,0.077255,2.78507,2.91218,3.04705,1258.4,1900.97,0.0878818,1.00461,jf
v_full[11],2.7063,0.00203098,0.0810354,0.0801474,2.57313,2.70597,2.84322,1597.24,1637.92,0.111545,1.00333,jf
v_full[12],3.03564,0.00235876,0.0803547,0.0807306,2.90681,3.03519,3.16945,1165.19,1864.94,0.0813721,1.00435,jf
v_full[13],3.40041,0.00231947,0.0807742,0.0827999,3.26801,3.39886,3.53011,1219.58,1888.72,0.0851707,1.00351,jf
v_full[14],3.56149,0.00217706,0.0818431,0.0821962,3.42581,3.5609,3.69335,1418.27,2081.71,0.0990461,1.00428,jf
log_lik[1],-0.308762,0.00071076,0.048075,0.0484455,-0.38927,-0.307464,-0.23268,4632.58,2788.36,0.32352,1.00035,jf
log_lik[2],0.414118,0.00038789,0.0231929,0.0231936,0.374541,0.414858,0.450787,3627.51,2708.67,0.25333,1.00091,jf
log_lik[3],0.490646,0.000317603,0.0108575,0.0105228,0.472158,0.490946,0.507884,1178.56,1578.95,0.0823058,1.00316,jf
log_lik[4],0.757701,0.000312811,0.0119682,0.0119003,0.73755,0.757909,0.776727,1453.72,2084.93,0.101522,1.00219,jf
log_lik[5],0.653582,0.000370957,0.016133,0.0164636,0.626273,0.65428,0.678285,1922.08,1925.77,0.13423,1.00088,jf
log_lik[6],0.37083,0.000308256,0.0113851,0.0114912,0.351863,0.371168,0.389307,1378.45,1850.3,0.0962655,1.00249,jf
log_lik[7],0.165298,0.000309479,0.0181449,0.0183833,0.134376,0.165895,0.193925,3496.99,2604.13,0.244216,0.999822,jf
log_lik[8],0.877239,0.000275365,0.0152778,0.0149294,0.851284,0.877569,0.90175,3073.37,2713.62,0.214631,1.00313,jf
log_lik[9],0.508516,0.000343231,0.0121184,0.0119318,0.487754,0.50888,0.527652,1256.89,1718.63,0.0877764,1.00317,jf
log_lik[10],0.702882,0.000295044,0.0107936,0.0105322,0.68456,0.703105,0.720137,1357.38,1932.76,0.0947938,1.00232,jf
log_lik[11],0.716617,0.000301329,0.0128121,0.0128762,0.694264,0.717123,0.736998,1834.85,2153.14,0.128138,1.0006,jf
log_lik[12],-1.04373,0.00114167,0.0715544,0.0732114,-1.16254,-1.04173,-0.929091,4013.54,2526.98,0.28029,1.0001,jf
log_lik[13],0.185793,0.000305831,0.0173163,0.0176091,0.156647,0.186268,0.213294,3261.52,2573.16,0.227771,0.999938,jf
log_lik[14],0.725421,0.000435707,0.0266184,0.0273734,0.681668,0.726149,0.76786,3741.7,2711.91,0.261305,0.99947,jf
log_lik[15],0.716548,0.000471524,0.0310607,0.031715,0.666098,0.716805,0.766919,4351.16,2668.37,0.303867,0.999273,jf
log_lik[16],0.818692,0.000480344,0.0329137,0.0322341,0.762646,0.81932,0.87065,4678.06,2555.38,0.326696,1.00125,jf
log_lik[17],0.382586,0.000310106,0.0111978,0.0111568,0.364067,0.382744,0.400649,1316.69,1851.8,0.0919521,1.00273,jf
log_lik[18],0.871082,0.000268399,0.0104788,0.0101385,0.85385,0.871262,0.887962,1539.55,1816.0,0.107516,1.0019,jf
log_lik[19],-3.84005,0.00194143,0.106648,0.107099,-4.01465,-3.84262,-3.66289,3091.67,2510.38,0.21591,1.00055,jf
log_lik[20],-1.86479,0.00166153,0.0949386,0.0956445,-2.0235,-1.86268,-1.71154,3339.68,2543.63,0.233229,1.00047,jf
log_lik[21],-0.660119,0.000895361,0.0562491,0.0560922,-0.754376,-0.657323,-0.574053,4201.89,2261.28,0.293443,0.999579,jf
log_lik[22],-2.16631,0.0021777,0.110912,0.112456,-2.34987,-2.16326,-1.99003,2708.43,2095.3,0.189146,1.00052,jf
log_lik[23],-2.41096,0.00233449,0.117139,0.119053,-2.60498,-2.40858,-2.22488,2624.37,2180.47,0.183275,1.00061,jf
log_lik[24],0.0538113,0.000531554,0.035852,0.0361328,-0.00578965,0.0549043,0.110039,4597.49,2751.53,0.32107,1.00061,jf
log_lik[25],-2.93798,0.00252895,0.124879,0.127693,-3.14476,-2.93621,-2.73836,2545.54,2363.06,0.17777,1.00061,jf
log_lik[26],0.0649489,0.000423582,0.0292899,0.0286732,0.0154368,0.0656256,0.110766,4815.89,2886.24,0.336322,0.999438,jf
log_lik[27],-0.5932,0.00076887,0.05241,0.0516438,-0.680186,-0.592153,-0.510171,4646.13,2517.19,0.324467,1.00002,jf
log_lik[28],0.131489,0.000498009,0.0331683,0.0337553,0.0766517,0.132471,0.183604,4475.37,2717.98,0.312542,1.00058,jf
log_lik[29],0.499206,0.00031945,0.0108519,0.0104418,0.480977,0.499549,0.51644,1163.95,1550.73,0.0812854,1.00322,jf
log_lik[30],-0.0768471,0.000412106,0.0284736,0.0289088,-0.124872,-0.0756043,-0.0316365,4765.78,2557.18,0.332823,0.999873,jf
log_lik[31],0.0672046,0.000490128,0.0342984,0.0348688,0.00820854,0.0687679,0.120202,5001.9,2890.53,0.349313,1.00057,jf
log_lik[32],-0.0933121,0.000600253,0.0408688,0.0415715,-0.161358,-0.092285,-0.0284747,4692.92,2858.14,0.327734,1.0003,jf
log_lik[33],0.137401,0.000495537,0.032963,0.0335906,0.0828529,0.13839,0.189254,4482.17,2793.78,0.313017,1.00054,jf
log_lik[34],0.807226,0.000312331,0.0149223,0.0145567,0.781329,0.80776,0.830658,2302.85,2436.05,0.160822,1.00272,jf
log_lik[35],0.670213,0.000304454,0.0113846,0.0112807,0.650698,0.670536,0.688159,1425.88,1986.79,0.099578,1.00184,jf
log_lik[36],-2.84386,0.00221708,0.12003,0.12133,-3.04261,-2.8435,-2.64286,2939.5,2344.57,0.205283,1.00176,jf
log_lik[37],-1.70407,0.00164747,0.09461,0.0947284,-1.86248,-1.70322,-1.549,3307.58,2469.75,0.230988,1.00117,jf
log_lik[38],-1.42248,0.00144655,0.0885254,0.0896055,-1.57284,-1.42059,-1.28473,3763.49,2078.7,0.262827,1.00221,jf
log_lik[39],0.477422,0.000367684,0.020927,0.0208821,0.441953,0.478097,0.510028,3286.85,2658.5,0.22954,1.00122,jf
log_lik[40],0.519106,0.000305,0.0132982,0.0130591,0.496784,0.519642,0.539941,1928.43,2417.11,0.134673,1.00081,jf
log_lik[41],-0.363403,0.000599857,0.0399122,0.0405166,-0.431613,-0.361714,-0.302304,4382.2,2352.54,0.306035,1.00215,jf
log_lik[42],0.813028,0.000313472,0.0153491,0.0150376,0.786505,0.813461,0.837081,2417.15,2194.32,0.168804,1.00238,jf
log_lik[43],0.794988,0.000318738,0.0136163,0.0137243,0.771987,0.795394,0.816833,1799.61,2282.74,0.125678,1.00145,jf
log_lik[44],0.864329,0.000269509,0.0104415,0.0101666,0.84709,0.86464,0.881186,1515.83,1799.39,0.105859,1.00191,jf
log_lik[45],0.677513,0.000302506,0.0112272,0.0110613,0.65842,0.677838,0.695257,1401.9,1931.54,0.0979032,1.00189,jf
log_lik[46],0.136251,0.000348834,0.0224317,0.0225297,0.0985631,0.137675,0.169881,4440.32,2724.83,0.310094,0.999513,jf
log_lik[47],-4.48795,0.00231171,0.106507,0.105561,-4.66425,-4.48651,-4.31473,2163.45,2053.25,0.151086,1.00134,jf
log_lik[48],0.00660722,0.000476513,0.0333013,0.0331428,-0.0489412,0.00710856,0.0605039,4860.32,2384.82,0.339425,1.00018,jf
log_lik[49],-3.11929,0.00221216,0.12103,0.123145,-3.31815,-3.12043,-2.91505,2989.62,2194.61,0.208783,1.00258,jf
log_lik[50],0.35674,0.000391507,0.0227542,0.0225057,0.316709,0.358078,0.39122,3609.97,2640.25,0.252106,1.00012,jf
log_lik[51],-1.24812,0.0011961,0.0823844,0.0834135,-1.38512,-1.24561,-1.11706,4737.03,2743.08,0.330815,1.00143,jf
log_lik[52],0.472224,0.000369299,0.021113,0.0210703,0.436447,0.472859,0.505239,3316.14,2629.76,0.231586,1.00116,jf
log_lik[53],-2.40278,0.00207671,0.113261,0.113763,-2.59069,-2.40209,-2.2164,2988.32,2322.4,0.208692,1.00128,jf
log_lik[54],0.559596,0.000431723,0.0243667,0.0248698,0.518897,0.56073,0.597633,3182.97,2244.49,0.222286,1.00073,jf
log_lik[55],0.887465,0.00026634,0.0106481,0.0104003,0.869652,0.88757,0.904374,1619.37,1852.06,0.11309,1.00177,jf
log_lik[56],0.36538,0.000404261,0.0249339,0.0247168,0.323305,0.366166,0.404825,3818.41,2728.94,0.266662,1.00083,jf
log_lik[57],-4.47276,0.00223656,0.10676,0.105427,-4.64446,-4.47172,-4.30186,2338.95,1998.27,0.163343,1.0012,jf
log_lik[58],-4.30939,0.00157284,0.0916059,0.0914577,-4.46482,-4.30708,-4.16351,3461.6,2062.07,0.241744,0.999684,jf
log_lik[59],-4.07355,0.00151052,0.0980219,0.101202,-4.23002,-4.0732,-3.90962,4213.72,2385.93,0.294269,1.00223,jf
log_lik[60],-4.45944,0.00211878,0.102123,0.101051,-4.62936,-4.45888,-4.29201,2357.52,2108.33,0.16464,1.00099,jf
log_lik[61],-4.53502,0.0026953,0.11725,0.116442,-4.72703,-4.53304,-4.34405,1920.85,2083.1,0.134144,1.00198,jf
log_lik[62],-2.96541,0.00207218,0.113284,0.115637,-3.14965,-2.96551,-2.7794,3058.95,2524.99,0.213624,1.00064,jf
log_lik[63],-3.91569,0.00159256,0.0996546,0.100065,-4.07678,-3.91647,-3.75501,4067.6,2479.73,0.284065,1.00065,jf
log_lik[64],-2.75394,0.00249095,0.123262,0.125561,-2.95956,-2.75159,-2.55696,2559.46,2290.14,0.178742,1.00063,jf
log_lik[65],-4.08801,0.00147635,0.095441,0.0947285,-4.24343,-4.08761,-3.93285,4245.32,2553.0,0.296475,0.999704,jf
log_lik[66],-3.95394,0.0017322,0.101085,0.100978,-4.11855,-3.95496,-3.7896,3460.33,2313.84,0.241655,1.00011,jf
log_lik[67],-3.80583,0.00168745,0.102746,0.102211,-3.96981,-3.80481,-3.6379,3852.28,2429.44,0.269027,1.00058,jf
log_lik[68],-2.88962,0.00252272,0.124587,0.12738,-3.09607,-2.88802,-2.69012,2543.63,2365.74,0.177637,1.00062,jf
log_lik[69],-3.61632,0.00183299,0.106192,0.104878,-3.79029,-3.61807,-3.43888,3395.57,2615.14,0.237133,1.00106,jf
log_lik[70],-4.26771,0.00151718,0.0903996,0.0927006,-4.41894,-4.26552,-4.119,3528.86,2395.89,0.246441,0.999451,jf
log_lik[71],-4.44812,0.00204685,0.100628,0.0997995,-4.61656,-4.44707,-4.28319,2450.38,2133.33,0.171125,1.00083,jf
log_lik[72],-1.42349,0.00132006,0.0794707,0.0781145,-1.55616,-1.42263,-1.29453,3609.42,2622.16,0.252067,1.00034,jf
log_lik[73],-1.33598,0.00149397,0.0829917,0.0834976,-1.47432,-1.33349,-1.20686,3285.31,2316.21,0.229433,1.00009,jf
log_lik[74],-0.358971,0.000631908,0.0443376,0.0436796,-0.432345,-0.358222,-0.288151,4923.16,2750.93,0.343813,0.999769,jf
log_lik[75],-0.601415,0.000776259,0.0512886,0.0512446,-0.688295,-0.598896,-0.522853,4337.46,2259.79,0.302911,1.00253,jf
log_lik[76],-2.93291,0.00222495,0.120674,0.123081,-3.13232,-2.93374,-2.73157,2950.1,2178.86,0.206023,1.00226,jf
log_lik[77],-1.90601,0.0016858,0.0959786,0.0967033,-2.06642,-1.90391,-1.75126,3314.67,2576.18,0.231483,1.00049,jf
log_lik[78],0.184851,0.000332292,0.0203616,0.0203906,0.150616,0.186266,0.215529,3951.91,2572.42,0.275985,0.999671,jf
log_lik[79],-0.966444,0.00106888,0.0682735,0.0689798,-1.08163,-0.963804,-0.861385,4087.32,2090.62,0.285442,1.00213,jf
log_lik[80],-0.557557,0.000742791,0.0492092,0.0491417,-0.640962,-0.55515,-0.48239,4357.4,2219.42,0.304303,1.00259,jf
log_lik[81],-1.82512,0.00191836,0.100427,0.10168,-1.99047,-1.82257,-1.66628,2880.29,2232.08,0.201148,1.00037,jf
log_lik[82],0.00171732,0.000479078,0.0334929,0.0333511,-0.054201,0.0022666,0.0558286,4861.61,2384.82,0.339515,1.00021,jf
log_lik[83],-2.7665,0.00231738,0.133339,0.13537,-2.98919,-2.76532,-2.55228,3325.93,2230.5,0.232269,1.00159,jf
log_lik[84],-2.18606,0.00181861,0.100386,0.100244,-2.35095,-2.18537,-2.02258,3049.85,2427.78,0.212989,1.00069,jf
log_lik[85],-3.4383,0.00189017,0.121696,0.124418,-3.63428,-3.43932,-3.23717,4165.83,2728.32,0.290925,1.00302,jf
log_lik[86],-1.3228,0.0013672,0.0821755,0.0818709,-1.46192,-1.32161,-1.19001,3610.34,2461.8,0.252131,1.00104,jf
log_lik[87],-3.34947,0.00240512,0.121969,0.123337,-3.54872,-3.3478,-3.15081,2608.54,2305.89,0.18217,1.0008,jf
log_lik[88],-0.975305,0.001098,0.0694444,0.0708534,-1.09064,-0.973354,-0.864568,4079.47,2528.44,0.284893,1.0001,jf
log_lik[89],-1.3209,0.00124084,0.0848336,0.0863847,-1.46153,-1.31859,-1.18586,4653.8,2719.62,0.325003,1.00139,jf
log_lik[90],-1.37323,0.0014752,0.0819288,0.0814951,-1.51243,-1.37073,-1.24336,3097.38,2329.74,0.216308,1.00036,jf
log_lik[91],-0.411726,0.000725859,0.0525769,0.0535673,-0.500344,-0.409306,-0.328553,5363.0,2877.19,0.37453,1.00069,jf
log_lik[92],-4.44624,0.00208502,0.1037,0.102658,-4.61314,-4.44373,-4.27871,2514.85,2049.92,0.175627,1.0009,jf
log_lik[93],0.0932935,0.00047867,0.0332731,0.0338119,0.0361184,0.0947908,0.144663,4934.85,2790.49,0.34463,1.00047,jf
log_lik[94],-0.623846,0.000885648,0.0583492,0.0593516,-0.721922,-0.622391,-0.531589,4398.53,2788.59,0.307175,1.00008,jf
log_lik[95],-3.07928,0.00236061,0.136596,0.138471,-3.3036,-3.07905,-2.85921,3356.4,2233.16,0.234397,1.00162,jf
log_lik[96],0.201789,0.000468825,0.0307174,0.0308695,0.150932,0.202831,0.250025,4348.78,2735.96,0.303701,1.00042,jf
log_lik[97],-1.61245,0.00141851,0.0943155,0.0960966,-1.76779,-1.60995,-1.46191,4405.88,2631.49,0.307688,1.00155,jf
log_lik[98],-4.24433,0.00153569,0.0947559,0.0949638,-4.40124,-4.24115,-4.09325,3829.75,2324.19,0.267454,1.00077,jf
log_lik[99],-4.50981,0.00248372,0.112144,0.110757,-4.68929,-4.50763,-4.3285,2076.29,2156.87,0.145,1.00167,jf
log_lik[100],-0.183063,0.000537901,0.0381633,0.0376051,-0.246937,-0.182406,-0.122341,5034.1,2818.01,0.351561,0.999636,jf
log_lik[101],0.503197,0.000359791,0.0200056,0.0201566,0.469169,0.503823,0.534407,3136.99,2620.94,0.219075,1.0014,jf
log_lik[102],-4.41631,0.00192306,0.097628,0.096676,-4.58135,-4.41317,-4.25995,2629.04,1990.07,0.183601,1.00042,jf
log_lik[103],-0.013054,0.000561965,0.0381424,0.0385139,-0.0765291,-0.0121039,0.047093,4650.32,2927.03,0.324759,1.00051,jf
log_lik[104],-1.55006,0.00162834,0.0885457,0.0885865,-1.70013,-1.54775,-1.40997,2971.98,2352.0,0.207551,1.00047,jf
log_lik[105],-4.09532,0.00154277,0.0944564,0.0952208,-4.24902,-4.0941,-3.93992,3720.47,2380.37,0.259823,1.00015,jf
log_lik[106],-3.09593,0.00221614,0.121065,0.122947,-3.29474,-3.09703,-2.89196,2980.29,2193.13,0.208132,1.00271,jf
log_lik[107],-2.78374,0.0024372,0.122257,0.122736,-2.98885,-2.78207,-2.58562,2537.73,2266.84,0.177225,1.00093,jf
log_lik[108],-3.18845,0.00206423,0.112064,0.111586,-3.37241,-3.18911,-3.00454,2970.61,2605.11,0.207455,1.00086,jf
log_lik[109],-4.36182,0.00171177,0.0936062,0.0957169,-4.5198,-4.35936,-4.21261,3058.91,2109.32,0.213622,1.00022,jf
log_lik[110],-0.958541,0.00103555,0.0723794,0.0728432,-1.07909,-0.95603,-0.843302,4979.26,2747.95,0.347731,1.00123,jf
log_lik[111],-2.15893,0.00194684,0.107582,0.108253,-2.33854,-2.15807,-1.98242,3065.84,2440.49,0.214106,1.00101,jf
log_lik[112],-0.264327,0.000648727,0.0470528,0.0478423,-0.343803,-0.262109,-0.189225,5374.35,2789.14,0.375323,1.00086,jf
log_lik[113],-0.517621,0.000825029,0.0549191,0.0561963,-0.610298,-0.516228,-0.431423,4489.71,2827.28,0.313543,1.00028,jf
log_lik[114],-0.96332,0.00115847,0.0685234,0.0692417,-1.07765,-0.960651,-0.857563,3746.15,2306.69,0.261616,0.999821,jf
log_lik[115],-3.81019,0.00164301,0.100997,0.101226,-3.97602,-3.81216,-3.64175,3839.48,2718.53,0.268133,1.0013,jf
log_lik[116],-2.3598,0.00192063,0.106032,0.107142,-2.53463,-2.35868,-2.18747,3126.24,2662.91,0.218324,1.00064,jf
log_lik[117],0.260286,0.00036659,0.0232669,0.0234596,0.221304,0.26083,0.296715,4013.96,2465.0,0.280319,0.99985,jf
log_lik[118],-3.16559,0.00206911,0.112151,0.11099,-3.34978,-3.16614,-2.9812,2962.57,2551.19,0.206893,1.00083,jf
log_lik[119],0.0399444,0.0003909,0.0265853,0.026934,-0.00471733,0.0416005,0.0805815,4981.63,2624.64,0.347896,0.999616,jf
log_lik[120],0.647015,0.000298304,0.0106741,0.0103354,0.628954,0.647223,0.663948,1294.1,1806.73,0.0903749,1.00254,jf
log_lik[121],0.846211,0.000280936,0.0111842,0.0111469,0.827926,0.845992,0.864369,1602.2,2101.61,0.111891,1.00335,jf
log_lik[122],1.3003,0.000341268,0.012639,0.0124116,1.27948,1.30058,1.32116,1374.61,2025.19,0.0959969,1.00386,jf
log_lik[123],1.70523,0.000278268,0.0176617,0.0183673,1.67615,1.70538,1.73318,4041.05,2638.2,0.282211,1.00401,jf
log_lik[124],1.39122,0.000343352,0.0133947,0.0130696,1.36859,1.39132,1.41305,1542.14,2332.57,0.107697,1.00273,jf
log_lik[125],1.07215,0.000808723,0.0464555,0.0458857,0.993799,1.07303,1.14683,3389.31,2302.73,0.236696,1.00028,jf
log_lik[126],1.70523,0.000278268,0.0176617,0.0183673,1.67615,1.70538,1.73318,4041.05,2638.2,0.282211,1.00401,jf
log_lik[127],1.43336,0.000304245,0.0110829,0.0111399,1.4144,1.43373,1.45132,1333.35,1952.36,0.093116,1.00444,jf
log_lik[128],1.75103,0.000280839,0.0141605,0.0140565,1.7275,1.75123,1.77428,2578.22,2334.84,0.180052,1.00095,jf
log_lik[129],1.25774,0.000670139,0.0389281,0.0382284,1.19313,1.25907,1.32124,3465.22,2500.59,0.241997,1.0003,jf
log_lik[130],1.77125,0.000274593,0.0151747,0.0151268,1.74564,1.77148,1.79625,3095.49,2538.8,0.216176,1.00031,jf
log_lik[131],1.50977,0.000356986,0.0244121,0.0250836,1.47034,1.50962,1.54952,4744.24,2549.07,0.331318,0.999731,jf
log_lik[132],1.4897,0.000341802,0.0155843,0.0154644,1.46351,1.48967,1.51508,2113.87,2306.05,0.147624,1.00099,jf
log_lik[133],1.19204,0.000321413,0.010916,0.0109646,1.17342,1.19233,1.20963,1161.87,2073.4,0.0811404,1.005,jf
log_lik[134],1.44855,0.0003047,0.0112262,0.011352,1.42962,1.44889,1.46676,1362.96,1986.25,0.0951836,1.00423,jf
log_lik[135],1.67289,0.00029277,0.0122873,0.0119718,1.65213,1.67314,1.69327,1777.62,2299.21,0.124142,1.00272,jf
log_lik[136],1.70693,0.000278645,0.0178895,0.0186249,1.67738,1.70707,1.73514,4135.12,2637.23,0.28878,1.00398,jf
log_lik[137],0.910286,0.000250157,0.012513,0.0127074,0.889474,0.91054,0.930193,2510.96,2454.61,0.175355,1.00182,jf
log_lik[138],0.666498,0.000260583,0.0157861,0.0156768,0.639911,0.6667,0.692007,3729.33,2619.26,0.260441,1.00092,jf
log_lik[139],1.65646,0.000279867,0.0191339,0.0193046,1.62477,1.65691,1.68781,4785.99,2761.77,0.334234,1.00284,jf
log_lik[140],1.74676,0.00028192,0.0140056,0.0138121,1.72346,1.74701,1.7698,2501.52,2322.89,0.174696,1.00107,jf
log_lik[141],1.10699,0.000307655,0.0104981,0.0107093,1.08953,1.10701,1.12399,1171.46,1892.94,0.0818096,1.00517,jf
log_lik[142],-2.49129,0.00541374,0.290449,0.288913,-2.99568,-2.48034,-2.04312,2883.73,2339.54,0.201388,1.00126,jf
log_lik[143],1.34584,0.000298605,0.0104792,0.0104675,1.32837,1.3461,1.36309,1237.85,1811.08,0.0864461,1.00508,jf
log_lik[144],1.65306,0.000282575,0.0194065,0.0195868,1.62102,1.65338,1.68496,4839.38,2700.56,0.337962,1.00245,jf
log_lik[145],1.54008,0.000339669,0.0229378,0.023814,1.50274,1.53986,1.57764,4614.09,2602.28,0.322229,0.999985,jf
log_lik[146],1.59773,0.000286537,0.013268,0.0135515,1.57617,1.59776,1.61856,2145.38,2723.8,0.149825,1.00308,jf
log_lik[147],1.152,0.000708969,0.0425256,0.0436386,1.0828,1.15298,1.22245,3675.23,2492.88,0.256663,1.00024,jf
log_lik[148],1.596,0.000389718,0.0265842,0.0265258,1.55194,1.59618,1.63874,4715.02,2576.02,0.329278,1.00108,jf
log_lik[149],1.40915,0.000385736,0.0265566,0.0263846,1.36566,1.40955,1.45235,4768.06,2467.65,0.332982,1.00007,jf
log_lik[150],0.716094,0.000300279,0.0119261,0.0122883,0.696778,0.716049,0.735355,1583.89,1964.92,0.110612,1.00309,jf
log_lik[151],1.60405,0.000294504,0.0136522,0.0136888,1.58079,1.60422,1.62617,2160.23,2313.21,0.150861,1.00143,jf
log_lik[152],0.884375,0.000310339,0.0108716,0.0108334,0.866893,0.884267,0.902006,1237.52,2039.54,0.0864233,1.00483,jf
log_lik[153],1.32018,0.00028051,0.0102084,0.0103743,1.3033,1.32014,1.3368,1329.66,2299.42,0.0928583,1.00459,jf
log_lik[154],0.981359,0.000241469,0.0135491,0.0133153,0.958671,0.981274,1.00336,3194.26,2528.64,0.223074,1.00064,jf
log_lik[155],1.6519,0.000293966,0.0119614,0.0116847,1.63184,1.6521,1.67172,1671.15,2340.08,0.116707,1.00307,jf
log_lik[156],1.71061,0.00028293,0.0191045,0.0197201,1.67907,1.71093,1.74077,4584.96,2527.68,0.320195,1.00331,jf
log_lik[157],1.20955,0.000282946,0.0102694,0.0103712,1.19256,1.20946,1.2261,1330.17,2063.6,0.0928937,1.0046,jf
log_lik[158],1.20955,0.000282946,0.0102694,0.0103712,1.19256,1.20946,1.2261,1330.17,2063.6,0.0928937,1.0046,jf
