"id","session","block","trial","instruction","source","strength","response","response_num","correct","rt","outlier"
"jf",2,2,18,"accuracy","dark",9,"dark",1,TRUE,1.498,FALSE
"jf",2,2,19,"accuracy","dark",21,"light",2,FALSE,1.601,FALSE
"jf",2,2,20,"accuracy","dark",17,"light",2,FALSE,2.276,FALSE
"jf",2,2,21,"accuracy","light",20,"light",2,TRUE,2.689,TRUE
"jf",2,2,22,"accuracy","light",19,"light",2,TRUE,2.002,FALSE
"jf",2,2,23,"accuracy","light",21,"light",2,TRUE,2.778,TRUE
"jf",2,2,24,"accuracy","dark",24,"light",2,FALSE,0.993,FALSE
"jf",2,2,25,"accuracy","dark",18,"dark",1,TRUE,2.231,FALSE
"jf",2,2,26,"accuracy","dark",12,"dark",1,TRUE,1.061,FALSE
"jf",2,2,27,"accuracy","light",20,"light",2,TRUE,1.137,FALSE
"jf",2,2,28,"accuracy","dark",12,"dark",1,TRUE,0.867,FALSE
"jf",2,2,29,"accuracy","light",17,"light",2,TRUE,1.039,FALSE
"jf",2,2,30,"accuracy","light",23,"light",2,TRUE,1.341,FALSE
"jf",2,2,31,"accuracy","light",11,"dark",1,FALSE,1.099,FALSE
"jf",2,2,32,"accuracy","dark",8,"dark",1,TRUE,1.036,FALSE
"jf",2,2,33,"accuracy","light",9,"dark",1,FALSE,0.944,FALSE
"jf",2,2,34,"accuracy","light",9,"dark",1,FALSE,3.4,TRUE
"jf",2,2,35,"accuracy","dark",14,"light",2,FALSE,0.996,FALSE
"jf",2,2,36,"accuracy","light",20,"light",2,TRUE,0.786,FALSE
"jf",2,2,37,"accuracy","dark",16,"light",2,FALSE,1.06,FALSE
"jf",2,2,38,"accuracy","dark",8,"dark",1,TRUE,4.035,TRUE
"jf",2,2,39,"accuracy","light",16,"light",2,TRUE,1.137,FALSE
"jf",2,2,40,"accuracy","light",17,"light",2,TRUE,1.027,FALSE
"jf",2,2,41,"accuracy","light",20,"light",2,TRUE,1.243,FALSE
"jf",2,2,42,"accuracy","light",23,"light",2,TRUE,0.796,FALSE
"jf",2,2,43,"accuracy","light",16,"light",2,TRUE,1.622,FALSE
"jf",2,2,44,"accuracy","dark",12,"dark",1,TRUE,1.198,FALSE
"jf",2,2,45,"accuracy","light",25,"light",2,TRUE,1.385,FALSE
"jf",2,2,46,"accuracy","light",24,"light",2,TRUE,1.043,FALSE
"jf",2,2,47,"accuracy","dark",14,"dark",1,TRUE,1.676,FALSE
"jf",2,2,48,"accuracy","light",12,"dark",1,FALSE,2.218,FALSE
"jf",2,2,49,"accuracy","dark",8,"dark",1,TRUE,0.901,FALSE
"jf",2,2,50,"accuracy","light",25,"light",2,TRUE,1.007,FALSE
"jf",2,2,51,"accuracy","dark",13,"dark",1,TRUE,1.18,FALSE
"jf",2,2,52,"accuracy","dark",14,"light",2,FALSE,1.022,FALSE
"jf",2,2,53,"accuracy","dark",19,"light",2,FALSE,1.317,FALSE
"jf",2,2,54,"accuracy","light",28,"light",2,TRUE,0.854,FALSE
"jf",2,2,55,"accuracy","light",22,"light",2,TRUE,1.936,FALSE
"jf",2,2,56,"accuracy","light",28,"light",2,TRUE,0.762,FALSE
"jf",2,2,57,"accuracy","dark",7,"dark",1,TRUE,0.849,FALSE
"jf",2,2,58,"accuracy","light",17,"light",2,TRUE,1.717,FALSE
"jf",2,2,59,"accuracy","dark",3,"dark",1,TRUE,0.718,FALSE
"jf",2,2,60,"accuracy","light",27,"light",2,TRUE,1.055,FALSE
"jf",2,2,61,"accuracy","light",21,"light",2,TRUE,1.738,FALSE
"jf",2,2,62,"accuracy","light",16,"dark",1,FALSE,1.347,FALSE
"jf",2,2,63,"accuracy","dark",19,"light",2,FALSE,1.823,FALSE
"jf",2,2,64,"accuracy","light",22,"light",2,TRUE,2.109,FALSE
"jf",2,2,65,"accuracy","dark",9,"dark",1,TRUE,0.833,FALSE
"jf",2,2,66,"accuracy","dark",8,"dark",1,TRUE,0.663,FALSE
"jf",2,2,67,"accuracy","dark",21,"light",2,FALSE,0.923,FALSE
"jf",2,2,68,"accuracy","light",21,"light",2,TRUE,5.863,TRUE
"jf",2,2,69,"accuracy","light",15,"light",2,TRUE,2.282,FALSE
"jf",2,2,70,"accuracy","light",14,"dark",1,FALSE,0.948,FALSE
"jf",2,2,71,"accuracy","dark",6,"dark",1,TRUE,0.754,FALSE
"jf",2,2,72,"accuracy","light",15,"light",2,TRUE,1.221,FALSE
"jf",2,2,73,"accuracy","light",18,"light",2,TRUE,1.887,FALSE
"jf",2,2,74,"accuracy","light",22,"light",2,TRUE,1.375,FALSE
"jf",2,2,75,"accuracy","dark",13,"light",2,FALSE,1.804,FALSE
"jf",2,2,76,"accuracy","dark",13,"dark",1,TRUE,2.992,TRUE
"jf",2,2,77,"accuracy","light",14,"light",2,TRUE,1.518,FALSE
"jf",2,2,78,"accuracy","dark",12,"dark",1,TRUE,1.395,FALSE
"jf",2,2,79,"accuracy","dark",15,"dark",1,TRUE,2.2,FALSE
"jf",2,2,80,"accuracy","light",7,"dark",1,FALSE,1.092,FALSE
"jf",2,2,81,"accuracy","light",25,"light",2,TRUE,0.947,FALSE
"jf",2,2,82,"accuracy","light",24,"light",2,TRUE,1.193,FALSE
"jf",2,2,83,"accuracy","light",13,"light",2,TRUE,2.564,TRUE
"jf",2,2,84,"accuracy","light",27,"light",2,TRUE,0.828,FALSE
"jf",2,2,85,"accuracy","dark",6,"dark",1,TRUE,0.833,FALSE
"jf",2,2,86,"accuracy","light",20,"light",2,TRUE,1.056,FALSE
"jf",2,2,87,"accuracy","dark",26,"light",2,FALSE,1.159,FALSE
"jf",2,2,88,"accuracy","dark",9,"dark",1,TRUE,1.554,FALSE
"jf",2,2,89,"accuracy","dark",12,"dark",1,TRUE,3.076,TRUE
"jf",2,2,90,"accuracy","dark",20,"light",2,FALSE,1.618,FALSE
"jf",2,2,91,"accuracy","light",13,"dark",1,FALSE,1.75,FALSE
"jf",2,2,92,"accuracy","dark",8,"dark",1,TRUE,1.103,FALSE
"jf",2,2,93,"accuracy","light",21,"light",2,TRUE,0.741,FALSE
"jf",2,2,94,"accuracy","light",11,"dark",1,FALSE,0.735,FALSE
"jf",2,2,95,"accuracy","dark",11,"dark",1,TRUE,4.806,TRUE
"jf",2,2,96,"accuracy","dark",10,"dark",1,TRUE,1.39,FALSE
"jf",2,2,97,"accuracy","light",20,"light",2,TRUE,0.824,FALSE
"jf",2,2,98,"accuracy","dark",20,"light",2,FALSE,1.508,FALSE
"jf",2,2,99,"accuracy","dark",18,"light",2,FALSE,1.995,FALSE
"jf",2,2,100,"accuracy","dark",17,"light",2,FALSE,3.352,TRUE
"jf",2,2,101,"accuracy","dark",9,"dark",1,TRUE,0.643,FALSE
"jf",2,2,102,"accuracy","light",9,"dark",1,FALSE,0.794,FALSE
"jf",2,3,2,"speed","dark",19,"light",2,FALSE,0.419,FALSE
"jf",2,3,3,"speed","dark",11,"light",2,FALSE,0.322,FALSE
"jf",2,3,4,"speed","dark",14,"dark",1,TRUE,0.391,FALSE
"jf",2,3,5,"speed","dark",15,"dark",1,TRUE,0.33,FALSE
"jf",2,3,6,"speed","light",25,"light",2,TRUE,0.276,FALSE
"jf",2,3,7,"speed","dark",21,"light",2,FALSE,0.331,FALSE
"jf",2,3,8,"speed","light",11,"dark",1,FALSE,0.311,FALSE
"jf",2,3,9,"speed","light",18,"light",2,TRUE,0.319,FALSE
"jf",2,3,10,"speed","dark",8,"dark",1,TRUE,0.227,FALSE
"jf",2,3,11,"speed","light",30,"light",2,TRUE,0.276,FALSE
"jf",2,3,12,"speed","dark",10,"dark",1,TRUE,0.32,FALSE
"jf",2,3,13,"speed","dark",8,"dark",1,TRUE,0.281,FALSE
"jf",2,3,14,"speed","dark",6,"dark",1,TRUE,0.231,FALSE
"jf",2,3,15,"speed","light",11,"dark",1,FALSE,0.232,FALSE
"jf",2,3,16,"speed","dark",0,"dark",1,TRUE,0.275,FALSE
"jf",2,3,17,"speed","light",19,"dark",1,FALSE,0.216,FALSE
"jf",2,3,18,"speed","dark",19,"dark",1,TRUE,0.258,FALSE
"jf",2,3,19,"speed","light",10,"dark",1,FALSE,0.379,FALSE
"jf",2,3,20,"speed","dark",23,"light",2,FALSE,0.335,FALSE
"jf",2,3,21,"speed","light",14,"dark",1,FALSE,0.396,FALSE
"jf",2,3,22,"speed","light",20,"light",2,TRUE,0.302,FALSE
"jf",2,3,23,"speed","light",18,"light",2,TRUE,0.347,FALSE
"jf",2,3,24,"speed","dark",9,"dark",1,TRUE,0.318,FALSE
"jf",2,3,25,"speed","dark",17,"light",2,FALSE,0.324,FALSE
"jf",2,3,26,"speed","dark",7,"dark",1,TRUE,0.295,FALSE
"jf",2,3,27,"speed","light",25,"light",2,TRUE,0.275,FALSE
"jf",2,3,28,"speed","light",22,"light",2,TRUE,0.38,FALSE
"jf",2,3,29,"speed","light",14,"dark",1,FALSE,0.285,FALSE
"jf",2,3,30,"speed","dark",11,"dark",1,TRUE,0.406,FALSE
"jf",2,3,31,"speed","dark",12,"dark",1,TRUE,0.264,FALSE
"jf",2,3,32,"speed","dark",8,"dark",1,TRUE,0.282,FALSE
"jf",2,3,33,"speed","light",20,"light",2,TRUE,0.358,FALSE
"jf",2,3,34,"speed","dark",3,"dark",1,TRUE,0.203,FALSE
"jf",2,3,35,"speed","dark",9,"dark",1,TRUE,0.331,FALSE
"jf",2,3,36,"speed","dark",11,"dark",1,TRUE,0.263,FALSE
"jf",2,3,37,"speed","dark",18,"dark",1,TRUE,0.263,FALSE
"jf",2,3,38,"speed","light",29,"light",2,TRUE,0.3,FALSE
"jf",2,3,39,"speed","light",28,"light",2,TRUE,0.231,FALSE
"jf",2,3,40,"speed","light",25,"light",2,TRUE,0.249,FALSE
"jf",2,3,41,"speed","dark",15,"dark",1,TRUE,0.252,FALSE
"jf",2,3,42,"speed","light",16,"light",2,TRUE,0.409,FALSE
"jf",2,3,43,"speed","light",27,"dark",1,FALSE,0.302,FALSE
"jf",2,3,44,"speed","dark",22,"light",2,FALSE,0.468,FALSE
"jf",2,3,45,"speed","dark",10,"dark",1,TRUE,0.294,FALSE
"jf",2,3,46,"speed","light",19,"dark",1,FALSE,0.315,FALSE
"jf",2,3,47,"speed","dark",16,"dark",1,TRUE,0.386,FALSE
"jf",2,3,48,"speed","dark",15,"light",2,FALSE,0.542,FALSE
"jf",2,3,49,"speed","light",17,"dark",1,FALSE,0.342,FALSE
"jf",2,3,50,"speed","light",25,"light",2,TRUE,0.335,FALSE
"jf",2,3,51,"speed","dark",6,"dark",1,TRUE,0.368,FALSE
"jf",2,3,52,"speed","dark",1,"dark",1,TRUE,0.298,FALSE
"jf",2,3,53,"speed","light",15,"dark",1,FALSE,0.263,FALSE
"jf",2,3,54,"speed","light",27,"light",2,TRUE,0.27,FALSE
"jf",2,3,55,"speed","light",22,"light",2,TRUE,0.347,FALSE
"jf",2,3,56,"speed","light",23,"light",2,TRUE,0.347,FALSE
"jf",2,3,57,"speed","light",19,"light",2,TRUE,0.263,FALSE
"jf",2,3,58,"speed","light",11,"dark",1,FALSE,0.302,FALSE
"jf",2,3,59,"speed","light",17,"light",2,TRUE,0.303,FALSE
"jf",2,3,60,"speed","dark",13,"dark",1,TRUE,0.319,FALSE
"jf",2,3,61,"speed","dark",16,"light",2,FALSE,0.276,FALSE
"jf",2,3,62,"speed","light",13,"light",2,TRUE,0.306,FALSE
"jf",2,3,63,"speed","light",15,"dark",1,FALSE,0.253,FALSE
"jf",2,3,64,"speed","dark",18,"dark",1,TRUE,0.326,FALSE
"jf",2,3,65,"speed","dark",6,"dark",1,TRUE,0.304,FALSE
"jf",2,3,66,"speed","dark",16,"light",2,FALSE,0.292,FALSE
"jf",2,3,67,"speed","light",22,"dark",1,FALSE,0.228,FALSE
"jf",2,3,68,"speed","dark",9,"dark",1,TRUE,0.339,FALSE
"jf",2,3,69,"speed","light",21,"light",2,TRUE,0.342,FALSE
"jf",2,3,70,"speed","dark",9,"dark",1,TRUE,0.32,FALSE
"jf",2,3,71,"speed","dark",16,"dark",1,TRUE,0.329,FALSE
"jf",2,3,72,"speed","dark",6,"dark",1,TRUE,0.281,FALSE
"jf",2,3,73,"speed","dark",7,"dark",1,TRUE,0.298,FALSE
"jf",2,3,74,"speed","light",25,"light",2,TRUE,0.261,FALSE
"jf",2,3,75,"speed","light",19,"light",2,TRUE,0.396,FALSE
"jf",2,3,76,"speed","dark",20,"light",2,FALSE,0.28,FALSE
"jf",2,3,77,"speed","light",13,"dark",1,FALSE,0.245,FALSE
"jf",2,3,78,"speed","dark",32,"light",2,FALSE,0.336,FALSE
"jf",2,3,79,"speed","dark",0,"dark",1,TRUE,0.312,FALSE
"jf",2,3,80,"speed","dark",15,"light",2,FALSE,0.36,FALSE
"jf",2,3,81,"speed","light",29,"light",2,TRUE,0.307,FALSE
"jf",2,3,82,"speed","light",8,"dark",1,FALSE,0.352,FALSE
"jf",2,3,83,"speed","light",30,"light",2,TRUE,0.235,FALSE
"jf",2,3,84,"speed","light",27,"light",2,TRUE,0.281,FALSE
"jf",2,3,85,"speed","dark",15,"light",2,FALSE,0.264,FALSE
"jf",2,3,86,"speed","dark",3,"dark",1,TRUE,0.263,FALSE
"jf",2,3,87,"speed","light",22,"light",2,TRUE,0.293,FALSE
"jf",2,3,88,"speed","dark",12,"dark",1,TRUE,0.221,FALSE
"jf",2,3,89,"speed","dark",10,"dark",1,TRUE,0.346,FALSE
"jf",2,3,90,"speed","dark",14,"dark",1,TRUE,0.282,FALSE
"jf",2,3,91,"speed","light",28,"light",2,TRUE,0.226,FALSE
"jf",2,3,92,"speed","dark",8,"light",2,FALSE,0.283,FALSE
"jf",2,3,93,"speed","dark",16,"dark",1,TRUE,0.345,FALSE
"jf",2,3,94,"speed","dark",23,"light",2,FALSE,0.227,FALSE
"jf",2,3,95,"speed","dark",11,"dark",1,TRUE,0.279,FALSE
"jf",2,3,96,"speed","dark",17,"light",2,FALSE,0.311,FALSE
"jf",2,3,97,"speed","dark",13,"dark",1,TRUE,0.246,FALSE
"jf",2,3,98,"speed","dark",18,"dark",1,TRUE,0.265,FALSE
"jf",2,3,99,"speed","light",22,"dark",1,FALSE,0.298,FALSE
"jf",2,3,100,"speed","light",24,"light",2,TRUE,0.26,FALSE
"jf",2,3,101,"speed","light",21,"light",2,TRUE,0.348,FALSE
"jf",2,3,102,"speed","dark",12,"dark",1,TRUE,0.402,FALSE
"jf",2,4,2,"speed","light",22,"light",2,TRUE,0.319,FALSE
"jf",2,4,3,"speed","light",25,"light",2,TRUE,0.297,FALSE
"jf",2,4,4,"speed","dark",17,"dark",1,TRUE,0.367,FALSE
"jf",2,4,5,"speed","light",24,"light",2,TRUE,0.261,FALSE
"jf",2,4,6,"speed","dark",15,"light",2,FALSE,0.28,FALSE
"jf",2,4,7,"speed","light",27,"dark",1,FALSE,0.279,FALSE
"jf",2,4,8,"speed","dark",20,"light",2,FALSE,0.318,FALSE
"jf",2,4,9,"speed","light",26,"light",2,TRUE,0.291,FALSE
"jf",2,4,10,"speed","light",27,"light",2,TRUE,0.281,FALSE
"jf",2,4,11,"speed","dark",15,"dark",1,TRUE,0.346,FALSE
"jf",2,4,12,"speed","light",20,"dark",1,FALSE,0.364,FALSE
"jf",2,4,13,"speed","dark",10,"dark",1,TRUE,0.358,FALSE
"jf",2,4,14,"speed","dark",7,"dark",1,TRUE,0.298,FALSE
"jf",2,4,15,"speed","dark",8,"dark",1,TRUE,0.266,FALSE
"jf",2,4,16,"speed","light",22,"light",2,TRUE,0.244,FALSE
"jf",2,4,17,"speed","light",19,"light",2,TRUE,0.249,FALSE
"jf",2,4,18,"speed","light",15,"dark",1,FALSE,0.254,FALSE
"jf",2,4,19,"speed","dark",6,"dark",1,TRUE,0.341,FALSE
"jf",2,4,20,"speed","light",8,"light",2,TRUE,0.31,FALSE
"jf",2,4,21,"speed","dark",6,"dark",1,TRUE,0.329,FALSE
"jf",2,4,22,"speed","light",20,"light",2,TRUE,0.31,FALSE
"jf",2,4,23,"speed","light",9,"dark",1,FALSE,0.269,FALSE
"jf",2,4,24,"speed","dark",4,"dark",1,TRUE,0.273,FALSE
"jf",2,4,25,"speed","light",7,"dark",1,FALSE,0.297,FALSE
"jf",2,4,26,"speed","light",19,"dark",1,FALSE,0.242,FALSE
"jf",2,4,27,"speed","light",19,"light",2,TRUE,0.276,FALSE
"jf",2,4,28,"speed","dark",10,"dark",1,TRUE,0.27,FALSE
"jf",2,4,29,"speed","light",23,"light",2,TRUE,0.259,FALSE
"jf",2,4,30,"speed","light",29,"dark",1,FALSE,0.236,FALSE
"jf",2,4,31,"speed","light",15,"light",2,TRUE,0.336,FALSE
"jf",2,4,32,"speed","light",19,"light",2,TRUE,0.324,FALSE
"jf",2,4,33,"speed","light",24,"light",2,TRUE,0.264,FALSE
"jf",2,4,34,"speed","dark",8,"dark",1,TRUE,0.351,FALSE
"jf",2,4,35,"speed","dark",14,"dark",1,TRUE,0.297,FALSE
"jf",2,4,36,"speed","light",22,"light",2,TRUE,0.293,FALSE
"jf",2,4,37,"speed","dark",17,"dark",1,TRUE,0.302,FALSE
"jf",2,4,38,"speed","dark",9,"dark",1,TRUE,0.299,FALSE
"jf",2,4,39,"speed","light",29,"light",2,TRUE,0.277,FALSE
"jf",2,4,40,"speed","dark",5,"dark",1,TRUE,0.22,FALSE
"jf",2,4,41,"speed","light",20,"light",2,TRUE,0.243,FALSE
"jf",2,4,42,"speed","dark",11,"dark",1,TRUE,0.287,FALSE
"jf",2,4,43,"speed","dark",12,"dark",1,TRUE,0.331,FALSE
"jf",2,4,44,"speed","dark",11,"dark",1,TRUE,0.315,FALSE
"jf",2,4,45,"speed","dark",9,"dark",1,TRUE,0.281,FALSE
"jf",2,4,46,"speed","light",10,"dark",1,FALSE,0.282,FALSE
"jf",2,4,47,"speed","dark",12,"light",2,FALSE,0.385,FALSE
"jf",2,4,48,"speed","dark",18,"dark",1,TRUE,0.296,FALSE
"jf",2,4,49,"speed","dark",16,"light",2,FALSE,0.44,FALSE
"jf",2,4,50,"speed","dark",12,"dark",1,TRUE,0.279,FALSE
"jf",2,4,51,"speed","light",16,"dark",1,FALSE,0.248,FALSE
"jf",2,4,52,"speed","dark",8,"dark",1,TRUE,0.324,FALSE
"jf",2,4,53,"speed","dark",12,"dark",1,TRUE,0.297,FALSE
"jf",2,4,54,"speed","dark",18,"light",2,FALSE,0.316,FALSE
"jf",2,4,55,"speed","light",26,"light",2,TRUE,0.406,FALSE
"jf",2,4,56,"speed","dark",14,"dark",1,TRUE,0.369,FALSE
"jf",2,4,57,"speed","light",25,"light",2,TRUE,0.342,FALSE
"jf",2,4,58,"speed","light",17,"light",2,TRUE,0.314,FALSE
"jf",2,4,59,"speed","dark",19,"light",2,FALSE,0.314,FALSE
"jf",2,4,60,"speed","dark",5,"dark",1,TRUE,0.297,FALSE
"jf",2,4,61,"speed","light",14,"light",2,TRUE,0.342,FALSE
"jf",2,4,62,"speed","light",23,"light",2,TRUE,0.397,FALSE
"jf",2,4,63,"speed","light",14,"dark",1,FALSE,0.351,FALSE
"jf",2,4,64,"speed","dark",11,"dark",1,TRUE,0.341,FALSE
"jf",2,4,65,"speed","dark",21,"light",2,FALSE,0.326,FALSE
"jf",2,4,66,"speed","light",12,"light",2,TRUE,0.324,FALSE
"jf",2,4,67,"speed","light",13,"light",2,TRUE,0.363,FALSE
"jf",2,4,68,"speed","light",22,"light",2,TRUE,0.364,FALSE
"jf",2,4,69,"speed","dark",12,"dark",1,TRUE,0.401,FALSE
"jf",2,4,70,"speed","light",15,"light",2,TRUE,0.327,FALSE
"jf",2,4,71,"speed","dark",9,"light",2,FALSE,0.479,FALSE
"jf",2,4,72,"speed","dark",15,"light",2,FALSE,0.507,FALSE
"jf",2,4,73,"speed","light",14,"dark",1,FALSE,0.409,FALSE
"jf",2,4,74,"speed","dark",4,"dark",1,TRUE,0.291,FALSE
